"","Mean","Median","Mode","ESS","HDImass","HDIlow","HDIhigh","CompVal","PcntGtCompVal","ROPElow","ROPEhigh","PcntLtROPE","PcntInROPE","PcntGtROPE"
"b1b2[5,23] Disting FINS",121.359422835267,123.4875,-56.1559629209914,12074.2,0.95,-9369.95,9783.4,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,24] Assis FOLK",1621.16900254653,1633.165,1021.01781344699,7076.3,0.95,-4911.52,8613.73,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,24] Assoc FOLK",-168.977122019,-195.46,75.9545569600305,12681.2,0.95,-7530.1,6963.25,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,24] Full FOLK",-1260.70764257187,-1247.26,-962.120518525186,13170.6,0.95,-9908.1,7674.55,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,24] Endow FOLK",-330.742924507867,-334.9015,-481.074726745759,13522.4,0.95,-8040.72,7395.07,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,24] Disting FOLK",139.258630692133,97.09415,-478.74956553333,12170.7,0.95,-9552.66,9406.46,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,25] Assis FRIT",3749.71482700947,3790.195,4203.73497639404,10355.3,0.95,-4208.5,11339.2,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,25] Assoc FRIT",-6207.97043560187,-6173.04,-5780.38170323157,5385.5,0.95,-14281.3,1671.08,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,25] Full FRIT",2160.89820419645,2061.175,1793.23537015467,14400.2,0.95,-6584.89,10960.9,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,25] Endow FRIT",154.1111987404,173.1215,667.118822178247,13500.2,0.95,-9658.97,9643.36,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,25] Disting FRIT",143.246124271867,123.0125,-73.396921823678,15000,0.95,-9732.97,9315.2,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,26] Assis GEOG",-816.344385821867,-744.717,-310.824739432963,8860.8,0.95,-7833.33,7115.76,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,26] Assoc GEOG",-1760.64922060107,-1857.495,-2022.88282169347,12895.7,0.95,-9404.65,7073.81,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,26] Full GEOG",2452.4765517876,2358.175,2025.59301291406,13327.4,0.95,-5669.25,11050.6,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,26] Endow GEOG",80.477344768,87.4745,7.09822366027947,14003.5,0.95,-10113.8,9292.67,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,26] Disting GEOG",44.039821573,44.12145,92.0763227927782,13832.5,0.95,-9223.81,10116.3,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,27] Assis GEOL",1453.25862064721,1434.105,1125.69335438116,3463.1,0.95,-4593.72,7109.38,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,27] Assoc GEOL",-3138.83126952087,-3199.225,-3822.70427779823,5183.6,0.95,-9328.5,3325.8,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,27] Full GEOL",3323.90247260593,3275.985,3117.2258258016,11110.9,0.95,-4437.62,11210.2,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,27] Endow GEOL",-1753.09791660113,-1666.9,-1912.63116690802,8007.1,0.95,-11575.5,8470.46,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,27] Disting GEOL",114.767965482733,143.4075,583.044170355512,8108.2,0.95,-9483.57,9871.33,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,28] Assis GERM",175.958780084467,207.916,765.535099398112,12616.7,0.95,-9279.11,9831.18,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,28] Assoc GERM",-282.459704604693,-293.756,5.21694291885433,13313.6,0.95,-8859.36,8041.12,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,28] Full GERM",1769.90624717447,1717.71,1681.30929802867,10889.5,0.95,-6400.2,10474.7,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,28] Endow GERM",-1841.0264072998,-1685.735,-1634.4838328963,10778.5,0.95,-11936.5,7808.88,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,28] Disting GERM",177.6213885694,162.267,116.566630593476,13690.1,0.95,-9463.24,9761.38,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,29] Assis HIST",-2299.22951679155,-2296.555,-2051.62818273498,5417.4,0.95,-7703.84,2913.43,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,29] Assoc HIST",-1132.01522292066,-1156.19,-1000.17981268877,10787.6,0.95,-7116.87,5110.61,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,29] Full HIST",614.725887978467,607.502,666.932466366274,15000,0.95,-6514.86,7313.71,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,29] Endow HIST",2749.87311987273,2787.125,2456.21506615738,10904.2,0.95,-5266.59,10673.4,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,29] Disting HIST",66.6456276824667,33.4359,-155.562535489935,9827.8,0.95,-9244.95,10383.6,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,30] Assis INFO",310.693817864267,353.696,334.014287633861,14045.3,0.95,-7033.25,7550.08,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,30] Assoc INFO",-2608.44738595133,-2574.875,-2305.083391763,11570.3,0.95,-9444.22,4033.89,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,30] Full INFO",3667.1258095248,3628.515,3284.0508494109,9599,0.95,-4136.01,11498.2,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,30] Endow INFO",-1313.7359868008,-1385.02,-1345.31388499091,11442.5,0.95,-9384.78,6525.09,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,30] Disting INFO",-55.6360620231333,-76.069,-614.847808935843,12719.1,0.95,-9769.24,9590.07,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,31] Assis JOUR",2111.98175676973,2091.6,1872.90443093277,3361.7,0.95,-3620.21,7866.21,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,31] Assoc JOUR",3080.36601191886,3069.875,3157.42423460929,8747.6,0.95,-3506.43,9376.71,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,31] Full JOUR",-5308.94752782973,-5327.3,-5139.49648503179,6192.7,0.95,-12845.9,1991,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,31] Endow JOUR",66.2025911588,84.24405,440.755843158524,9021.2,0.95,-9536.87,9704.37,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,31] Disting JOUR",50.3973497470667,53.61165,73.9791611349137,10612.9,0.95,-9314.71,9620.33,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,32] Assis KINE",-2258.74469041467,-2276.985,-2203.47624792275,11339.9,0.95,-8984.86,4299.93,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,32] Assoc KINE",-6.87100103726667,-16.78915,-116.226666973134,12398.7,0.95,-6461.22,6822.24,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,32] Full KINE",2167.47700962187,2137.065,2046.09370573003,14056.2,0.95,-5143.75,9210.18,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,32] Endow KINE",85.7282003587333,83.39825,171.975951568602,12669.3,0.95,-9429.67,9864.46,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,32] Disting KINE",12.4104358389333,-12.04385,258.487867084179,13104.6,0.95,-9962.4,9388.7,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,33] Assis LAWS",-373.4504361286,-334.86,-33.4370885167154,2669.6,0.95,-9921.05,9084.89,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,33] Assoc LAWS",7156.96154367543,7110.205,7199.59885832909,350.9,0.95,74.6023,13972,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,33] Full LAWS",-4630.937266852,-4626.51,-4879.12492459882,7143.2,0.95,-11773.8,2240.13,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,33] Endow LAWS",673.613528313067,635.4665,486.550440080719,12884.2,0.95,-7039.39,8407.16,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,33] Disting LAWS",-2826.18730855667,-2618.63,-2138.65212250044,1367.3,0.95,-13403.2,6675.35,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,34] Assis LGED",2021.77358308953,2016.93,1887.82089430945,1776.8,0.95,-4021.89,8211.04,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,34] Assoc LGED",713.448140881247,710.8935,1378.86276157344,1813.8,0.95,-5370.28,6777.93,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,34] Full LGED",-2824.4502331578,-3013.695,-3373.20551379403,6466.3,0.95,-11925.3,5987.31,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,34] Endow LGED",32.230354192,51.0818,-69.1883334179765,6966.6,0.95,-9718.33,9571.08,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,34] Disting LGED",56.9982072932,60.35775,462.692703049895,6220.1,0.95,-9656.02,9331.12,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,35] Assis LING",717.144506460867,743.6735,1124.04241248686,13750.4,0.95,-7524.59,8536.75,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,35] Assoc LING",-105.844309078797,-111.8055,-79.392519815523,11387,0.95,-7714.47,7812.1,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,35] Full LING",-866.5605691158,-872.156,-990.895771937696,15000,0.95,-9347.07,7720.38,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,35] Endow LING",115.741481958147,159.507,697.618382257224,14196.3,0.95,-9469.99,10046.8,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,35] Disting LING",139.518755740667,160.6535,206.40431636737,14135,0.95,-9489.23,9608.63,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,36] Assis MATH",8104.67456298667,8115.75,8202.49607864127,3844.7,0.95,2260.62,14103.3,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,36] Assoc MATH",430.615648750993,394.199,162.660838637181,14091.7,0.95,-6046.4,7260.17,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,36] Full MATH",-7375.62994878467,-7331.835,-7385.47613674292,7574.6,0.95,-13752.3,-1206.47,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,36] Endow MATH",1398.12405721473,1346.42,1094.41154448063,9806.4,0.95,-8297.06,10992.3,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,36] Disting MATH",-2557.7847197894,-2494.33,-1790.68262028932,5988,0.95,-12574.5,6881.61,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,37] Assis MGMT",-7012.62601218533,-7084.565,-7315.11958671505,4836.1,0.95,-13824.3,437.926,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,37] Assoc MGMT",5331.62358243913,5380.67,5565.94514494881,3560.7,0.95,-1747.6,12394.2,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,37] Full MGMT",-398.698733369887,-396.718,-378.981747433394,10726.3,0.95,-9894.79,9230.44,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,37] Endow MGMT",2489.61507160047,2421.22,2111.85179154049,11862.8,0.95,-6320.6,11319.7,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,37] Disting MGMT",-409.914104583533,-362.3245,-306.066597428689,9401.7,0.95,-10151.4,9119.28,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,38] Assis MKTG",-3039.37922925127,-3112.555,-3412.89494776194,1475.5,0.95,-10351.6,3791.03,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,38] Assoc MKTG",3738.34024911827,3721.775,3468.16132894485,6535.4,0.95,-3902.22,11192.1,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,38] Full MKTG",-2285.49809666033,-2161.095,-1538.78504107249,5780.5,0.95,-12352.3,7228.88,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,38] Endow MKTG",2123.3007535052,2116.895,1832.79372822637,11564.6,0.95,-6159.25,11312.7,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,38] Disting MKTG",-536.763450696493,-521.56,-537.042666666741,8204.6,0.95,-10173.1,9014.11,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,39] Assis MUHI",2.73424237566667,-54.1634,206.412791902716,13563.5,0.95,-8233.01,7531.36,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,39] Assoc MUHI",-78.5872943783333,-98.9839,-25.5883601920032,11511.9,0.95,-7337.04,7145.67,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,39] Full MUHI",1955.81398220167,1927.34,1579.90231821658,13690.8,0.95,-6127.88,9435.81,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,39] Endow MUHI",116.542556661267,36.4582,-254.945996400696,13439.8,0.95,-9166.31,9590.8,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,39] Disting MUHI",-1996.5033513512,-1873.04,-1989.2067080939,7503.3,0.95,-12033.1,7850.9,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,40] Assis MUIN",-1518.7199623692,-1697.745,-2253.67845855865,13123.2,0.95,-9242.23,6392.65,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,40] Assoc MUIN",4417.52772379733,4390.35,4624.48459801251,6009.7,0.95,-3324.63,12268,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,40] Full MUIN",-2424.0930931168,-2342.725,-2173.62260079367,8657,0.95,-9048.62,3919.66,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,40] Endow MUIN",-161.235396521267,-139.4805,-141.925271135224,14463.4,0.95,-8388.6,8147.74,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,40] Disting MUIN",-313.479436648667,-285.681,148.336937470842,12407.8,0.95,-9755.01,8471.16,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,41] Assis MUST",58.6676341242467,-4.519245,-483.901731220165,13506.5,0.95,-9507.45,9963.8,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,41] Assoc MUST",-2376.08042615833,-2191.65,-2238.99055653387,8775.4,0.95,-12876.2,7097.82,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,41] Full MUST",2108.40260941627,2062.755,2113.47204499791,9795.9,0.95,-6681.13,11048.3,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,41] Endow MUST",199.861098112867,147.2145,85.8918204239708,13766.4,0.95,-8392.07,8872.23,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,41] Disting MUST",9.14922905272667,-9.509245,112.17042884064,14479.9,0.95,-10193.1,9197.24,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,42] Assis MUTH",984.630922981067,1040.6,1255.15117642007,13510.1,0.95,-7109.08,8581.5,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,42] Assoc MUTH",-1320.92050805593,-1335.665,-1416.61798311534,10438.2,0.95,-8262.53,5895.95,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,42] Full MUTH",38.0275374124667,29.50955,211.597676811714,14180.6,0.95,-7630.85,7796.65,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,42] Endow MUTH",151.727716847733,198.128,382.535223020343,13475.3,0.95,-9251.83,9801.54,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,42] Disting MUTH",146.534368815533,124.922,501.855921958406,13792.4,0.95,-9830.39,9227.4,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,43] Assis MUVO",160.8833839544,203.6415,-703.301874255831,13248.7,0.95,-9467.26,9758.38,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,43] Assoc MUVO",1664.40299088127,1582.905,1032.42382316254,12006.3,0.95,-6772.38,10143.6,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,43] Full MUVO",-164.572127457867,-238.2735,-520.714044089898,12429.4,0.95,-8747.85,8012.94,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,43] Endow MUVO",180.820208734547,212.298,480.483381648639,14407.8,0.95,-9376.88,10119.6,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,43] Disting MUVO",-1841.53432587527,-1775.935,-2134.68460408477,8749.1,0.95,-12554,7439.32,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,44] Assis OADT",519.505275869333,390.5115,138.546052915684,5594.9,0.95,-6442.29,7681.1,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,44] Assoc OADT",3839.16461975265,3836.31,3914.87036410706,7494.9,0.95,-3647.16,11206.1,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,44] Full OADT",-3932.601469551,-3813.615,-3800.20713858515,5994.1,0.95,-13829.6,5578.53,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,44] Endow OADT",-109.019432603667,-129.3045,-272.574468930899,13492.1,0.95,-9257.83,9466.94,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,44] Disting OADT",-317.04896137356,-285.1485,-569.322719015108,12139.2,0.95,-10102.5,8971.92,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,45] Assis OPT",6993.03402134,7101.27,7045.80528439866,2156.6,0.95,1056.55,12773.3,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,45] Assoc OPT",-533.6017964932,-594.652,-847.638765246267,4514.4,0.95,-6752.31,5206.65,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,45] Full OPT",-6713.9669211182,-6863.3,-7207.11024128546,3597.9,0.95,-13436.6,46.1053,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,45] Endow OPT",71.0306929816667,85.8469,541.152056825544,6221.4,0.95,-9565.1,9427.05,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,45] Disting OPT",183.5040339758,137.729,-57.6835350858419,4979.8,0.95,-9331.76,9613.27,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,46] Assis PHYS",-2690.9449153492,-2729.06,-2764.70900884323,1664.5,0.95,-8067.71,2816.56,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,46] Assoc PHYS",1508.39842709497,1482.455,1409.43940714075,2642.8,0.95,-4011.96,7415.54,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,46] Full PHYS",4264.599239026,4200.34,4353.30456235895,8332.5,0.95,-3413.71,12072.6,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,46] Endow PHYS",-1.9467914382,-59.3094,-345.932469972875,5580.8,0.95,-9918.88,9432.71,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,46] Disting PHYS",-3080.10591248433,-2925.25,-2825.45271672708,4242.8,0.95,-13120.8,6454.46,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,47] Assis PL",-505.2265603764,-526.817,-850.751293943347,14033.9,0.95,-8303.42,7680.04,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,47] Assoc PL",-2425.69584900733,-2421.75,-2251.34586414141,10971.4,0.95,-10869.4,4996.94,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,47] Full PL",2473.46287051753,2388.335,2054.29177189576,14058,0.95,-5680.4,11183.8,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,47] Endow PL",423.9474314068,413.1285,519.904288396872,14587.4,0.95,-8703.18,9282.8,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,47] Disting PL",33.5122874418667,-16.5566,-493.173837089529,13196.2,0.95,-9321.36,10144.4,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,48] Assis POLS",-1710.22021764507,-1618.58,-1525.57255248516,3794.9,0.95,-8953.82,5470.38,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,48] Assoc POLS",-6782.303636685,-6640.54,-6428.78533961621,3220.6,0.95,-14700.6,822.709,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,48] Full POLS",2905.8359090764,2866.43,1851.97018293742,13641.6,0.95,-4982.14,10970.3,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,48] Endow POLS",3122.53508103347,2824.605,2650.99726105006,5525.6,0.95,-7166.45,13918.3,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,48] Disting POLS",2464.153046933,2351.9,2254.75932469197,8946.9,0.95,-7686.26,11917,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,49] Assis PSY",3382.09762103647,3383.295,3025.97577958604,7694.5,0.95,-2861.47,9456.94,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,49] Assoc PSY",-5664.93306187133,-5609.97,-5231.28486220113,4555,0.95,-12335.1,1230.09,NA,NA,NA,NA,NA,NA,NA
